id,name,now_cost,position,team,goals_conceded,points_per_game_rank,selected_rank_type,starts_per_90,penalties_saved,creativity_rank,chance_of_playing_next_round,penalties_order,bonus,transfers_out_event,bps,expected_goals_conceded_per_90,red_cards,influence_rank,expected_assists,threat_rank_type,region,now_cost_rank_type,points_per_game,now_cost_rank,clean_sheets,influence,yellow_cards,points_per_game_rank_type,total_points,expected_goals,creativity,own_goals,creativity_rank_type,expected_goals_per_90,news,expected_goal_involvements,cost_change_event,cost_change_start,threat_rank,transfers_in,expected_goal_involvements_per_90,status,ep_next,penalties_missed,saves_per_90,selected_by_percent,minutes,transfers_in_event,dreamteam_count,expected_goals_conceded,clean_sheets_per_90,ict_index_rank,form,ep_this,selected_rank,saves,in_dreamteam,form_rank_type,direct_freekicks_order,news_added,ict_index,cost_change_start_fall,starts,web_name,value_form,event_points,transfers_out,expected_assists_per_90,cost_change_event_fall,goals_scored,chance_of_playing_this_round,ict_index_rank_type,corners_and_indirect_freekicks_order,influence_rank_type,assists,threat,goals_conceded_per_90,value_season,form_rank
11,Eddie Nketiah,59,FWD,Crystal Palace,2,193,37,1.0,0,227,,,0,8384,7,1.23,0,646,0.23,23,241.0,25,2.0,88,0,0.0,0,20,2,0.34,14.8,0,23,0.34,,0.57,0,-1,64,93993,0.57,a,0.7,0,0.0,1.0,90,20329,0,1.23,0.0,225,0.7,1.2,198,0,False,31,,,7.1,1,1,Nketiah,0.1,2,44109,0.23,0,0,,26,,67,0,57.0,2.0,0.3,311
159,Trevoh Chalobah,44,DEF,Crystal Palace,0,484,144,0.0,0,461,0.0,,0,3027,0,0.0,0,475,0.00,161,241.0,125,0.0,528,0,0.0,0,175,0,0.00,0.0,0,175,0.0,Abdominal injury - Expected back 28 Sep,0.00,0,-1,411,9485,0.0,i,0.0,0,0.0,0.2,0,54,0,0.00,0.0,481,0.0,0.0,389,0,False,175,,2024-09-13T15:30:06.602568Z,0.0,1,0,Chalobah,0.0,0,14118,0.0,0,0,0.0,177,,177,0,0.0,0.0,0.0,469
190,Naouirou Ahamada,45,MID,Crystal Palace,0,541,123,0.0,0,532,0.0,,0,2369,0,0.0,0,533,0.00,200,,250,0.0,435,0,0.0,0,225,0,0.00,0.0,0,225,0.0,Loaned to Rennes,0.00,0,0,495,6178,0.0,u,0.0,0,0.0,0.2,0,0,0,0.00,0.0,538,0.0,0.0,354,0,False,216,,2024-08-31T06:25:25.419519Z,0.0,0,0,Ahamada,0.0,0,21896,0.0,0,0,0.0,223,,219,0,0.0,0.0,0.0,529
193,Cheick Doucouré,49,MID,Crystal Palace,1,177,145,0.99,0,280,0.0,,0,2469,20,1.3,0,269,0.01,141,132.0,205,2.0,311,0,17.6,0,80,6,0.04,5.9,0,160,0.04,Toe Injury - Expected back 21 Oct,0.05,0,-1,252,10523,0.05,i,0.0,0,0.0,0.1,91,205,0,1.31,0.0,306,1.7,2.2,413,0,False,84,,2024-09-14T18:00:06.266238Z,2.9,1,1,C.Doucouré,0.3,1,8257,0.01,0,0,,150,,124,1,6.0,0.99,1.2,172
194,Chris Richards,45,DEF,Crystal Palace,5,300,143,1.07,0,298,,,0,1145,12,1.78,0,211,0.01,74,229.0,89,1.0,415,0,35.6,1,104,3,0.12,3.3,0,94,0.04,,0.13,0,0,243,3880,0.04,a,1.0,0,0.0,0.2,253,244,0,4.99,0.0,272,1.0,1.5,384,0,False,75,,,4.5,0,3,C.Richards,0.2,0,6987,0.0,0,0,,90,,81,0,6.0,1.78,0.7,236
195,Chadi Riad Dnanou,44,DEF,Crystal Palace,2,294,172,1.0,0,333,0.0,,0,858,3,1.39,0,267,0.02,181,145.0,151,1.0,562,0,18.2,0,101,1,0.00,1.3,0,111,0.0,Knee injury - Expected back 23 Nov,0.02,0,-1,439,1371,0.02,i,0.0,0,0.0,0.1,90,32,0,1.39,0.0,328,0.3,0.0,473,0,False,115,,2024-08-28T16:30:04.488064Z,2.0,1,1,Chadi Riad,0.1,0,9854,0.02,0,0,0.0,106,,97,0,0.0,2.0,0.2,334
196,Nathaniel Clyne,44,DEF,Crystal Palace,3,224,154,1.18,0,316,,,0,606,15,2.05,0,235,0.02,91,241.0,111,1.5,511,0,26.0,0,63,3,0.00,2.0,0,102,0.0,,0.02,0,-1,280,3819,0.01,a,1.0,0,0.0,0.1,153,334,0,3.49,0.0,300,1.0,1.5,418,0,False,68,,,3.0,1,2,Clyne,0.2,1,5161,0.01,0,0,,98,,88,0,2.0,1.76,0.7,226
197,Malcolm Ebiowei,45,MID,Crystal Palace,0,533,292,0.0,0,524,0.0,,0,25,0,0.0,0,525,0.00,192,,242,0.0,424,0,0.0,0,218,0,0.00,0.0,0,218,0.0,Season long loan to Oxford United,0.00,0,0,486,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,530,0.0,0.0,645,0,False,209,,2024-08-06T17:23:26.723638Z,0.0,0,0,Ebiowei,0.0,0,358,0.0,0,0,0.0,216,,212,0,0.0,0.0,0.0,521
199,Eberechi Eze,69,MID,Crystal Palace,7,75,5,1.0,0,15,,2.0,3,167012,76,1.62,0,67,0.62,6,241.0,18,4.0,33,0,79.4,0,30,16,1.51,130.5,0,13,0.38,,2.13,0,-1,10,701731,0.54,a,4.7,0,0.0,25.1,360,54701,1,6.48,0.0,10,4.7,5.2,14,0,False,19,1.0,,35.1,1,4,Eze,0.7,2,1384419,0.16,0,1,,9,1.0,27,0,142.0,1.75,2.3,43
200,Marc Guéhi,45,DEF,Crystal Palace,7,296,26,1.0,0,223,,,0,31969,33,1.62,0,45,0.10,86,241.0,69,1.0,385,0,92.6,1,102,4,0.00,15.0,0,64,0.0,,0.10,0,0,267,77988,0.02,a,1.3,0,0.0,5.6,360,6608,0,6.48,0.0,142,1.3,1.8,73,0,False,60,,,11.3,0,4,Guéhi,0.3,1,215802,0.02,0,0,,39,,13,0,4.0,1.75,0.9,195
201,Dean Henderson,45,GKP,Crystal Palace,7,168,4,1.0,0,506,,,0,82386,29,1.62,0,30,0.00,55,241.0,21,2.0,376,0,102.0,0,22,8,0.00,0.0,0,58,0.0,,0.00,0,0,463,248553,0.0,a,2.0,0,3.0,13.6,360,8424,0,6.48,0.0,163,2.0,2.5,27,12,False,14,,,10.2,0,4,Henderson,0.4,1,523686,0.0,0,0,,8,,7,0,0.0,1.75,1.8,139
202,Rob Holding,44,DEF,Crystal Palace,0,483,168,0.0,0,460,,,0,407,0,0.0,0,474,0.00,160,241.0,122,0.0,525,0,0.0,0,174,0,0.00,0.0,0,174,0.0,,0.00,0,-1,410,1096,0.0,a,0.0,0,0.0,0.1,0,129,0,0.00,0.0,480,0.0,0.5,458,0,False,174,,,0.0,1,0,Holding,0.0,0,4024,0.0,0,0,,176,,176,0,0.0,0.0,0.0,468
203,Will Hughes,49,MID,Crystal Palace,4,322,222,1.02,0,187,100.0,,0,267,16,1.93,0,247,0.08,138,241.0,181,1.0,278,0,22.4,1,157,3,0.00,18.4,0,123,0.0,,0.08,0,-1,247,1501,0.04,a,0.3,0,0.0,0.0,177,117,0,3.79,0.0,265,0.3,0.8,540,0,False,171,,2024-08-23T14:00:06.339937Z,4.7,1,2,Hughes,0.1,1,2635,0.04,0,0,100.0,130,5.0,110,0,6.0,2.03,0.6,348
205,Daichi Kamada,53,MID,Crystal Palace,4,269,116,0.86,0,51,,,0,4172,23,1.37,0,233,0.13,72,108.0,111,1.2,177,0,26.8,1,139,5,0.21,66.8,0,42,0.09,,0.34,-1,-2,123,7650,0.15,a,1.3,0,0.0,0.2,209,351,0,3.19,0.0,122,1.3,1.8,336,0,False,110,,,12.7,2,2,Kamada,0.2,1,37454,0.06,1,0,,70,,101,0,33.0,1.72,0.9,213
206,Jefferson Lerma Solís,49,MID,Crystal Palace,1,236,198,1.15,0,214,100.0,,0,414,12,2.05,0,310,0.33,162,48.0,186,1.5,285,1,9.6,1,118,3,0.02,15.7,0,134,0.02,,0.35,0,-1,295,2101,0.4,a,0.7,0,0.0,0.1,78,144,0,1.78,1.15,311,0.7,1.2,504,0,False,146,,2024-09-02T01:30:06.097342Z,2.8,1,1,Lerma,0.1,0,3458,0.38,0,0,100.0,153,,151,0,2.0,1.15,0.6,290
207,Jean-Philippe Mateta,74,FWD,Crystal Palace,6,58,13,1.23,0,132,,1.0,3,24930,64,1.53,0,101,0.25,20,73.0,7,4.5,19,0,67.2,0,13,18,1.68,34.3,0,14,0.52,,1.93,0,-1,49,250602,0.6,a,5.7,0,0.0,4.6,293,77717,1,4.99,0.0,77,5.7,6.2,83,0,False,5,,,17.3,1,4,Mateta,0.8,13,393924,0.08,0,2,,17,,14,0,73.0,1.84,2.4,23
208,Matheus França de Oliveira,44,MID,Crystal Palace,0,507,68,0.0,0,488,0.0,,0,8965,0,0.0,0,498,0.00,177,30.0,302,0.0,563,0,0.0,0,207,0,0.00,0.0,0,206,0.0,Rib Injury - Expected back 28 Sep,0.00,0,-1,440,106219,0.0,i,0.0,0,0.0,0.8,0,24320,0,0.00,0.0,504,0.0,0.0,209,0,False,197,,2024-08-16T13:30:05.681072Z,0.0,1,0,M.França,0.0,0,41063,0.0,0,0,0.0,205,,201,0,0.0,0.0,0.0,492
209,Remi Matthews,40,GKP,Crystal Palace,0,418,28,0.0,0,392,,,0,1986,0,0.0,0,407,0.00,11,241.0,50,0.0,591,0,0.0,0,37,0,0.00,0.0,0,16,0.0,,0.00,0,0,333,11786,0.0,a,0.0,0,0.0,0.9,0,668,0,0.00,0.0,413,0.0,0.5,205,0,False,35,,,0.0,0,0,Matthews,0.0,0,23522,0.0,0,0,,37,,37,0,0.0,0.0,0.0,398
210,Tyrick Mitchell,49,DEF,Crystal Palace,7,176,58,1.01,0,18,,,0,9189,48,1.63,0,52,0.77,20,241.0,34,2.0,306,0,86.8,0,55,8,0.24,115.3,0,3,0.06,,1.01,0,-1,107,25561,0.25,a,2.3,0,0.0,1.7,358,4273,0,6.48,0.0,36,2.3,2.8,154,0,False,43,,,23.8,1,4,Mitchell,0.5,4,89236,0.19,0,0,,2,,16,1,36.0,1.76,1.6,127
211,Daniel Muñoz,50,DEF,Crystal Palace,7,207,40,1.03,0,61,,,0,30813,26,1.66,0,126,0.32,25,48.0,27,1.8,232,0,59.4,1,61,7,0.15,59.1,0,11,0.04,,0.47,0,0,133,80210,0.12,a,1.0,0,0.0,3.1,350,2329,0,6.47,0.0,88,1.0,1.5,103,0,False,83,,,14.9,0,4,Muñoz,0.2,1,188497,0.08,0,0,,16,,45,1,30.0,1.8,1.4,255
212,David Ozoh,45,MID,Crystal Palace,0,567,299,0.0,0,560,0.0,,0,14,0,0.0,0,560,0.00,224,,281,0.0,478,0,0.0,0,247,0,0.00,0.0,0,247,0.0,Season long loan to Derby County,0.00,0,0,527,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,565,0.0,0.0,653,0,False,241,,2024-07-26T08:51:53.649693Z,0.0,0,0,Ozoh,0.0,0,233,0.0,0,0,0.0,246,,242,0,0.0,0.0,0.0,558
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0,535,171,0.0,0,526,0.0,,0,947,0,0.0,0,527,0.00,194,,244,0.0,426,0,0.0,0,220,0,0.00,0.0,0,220,0.0,Loaned to Sheffield United,0.00,0,0,488,755,0.0,u,0.0,0,0.0,0.1,0,0,0,0.00,0.0,532,0.0,0.0,465,0,False,211,,2024-08-20T12:16:48.741122Z,0.0,0,0,Rak-Sakyi,0.0,0,14113,0.0,0,0,0.0,218,,214,0,0.0,0.0,0.0,523
214,Jeffrey Schlupp,49,MID,Crystal Palace,0,320,172,0.0,0,336,,,0,659,9,4.12,0,370,0.00,245,81.0,179,1.0,275,0,2.0,0,155,3,0.00,1.1,0,184,0.0,,0.00,0,-1,558,3414,0.0,a,1.0,0,0.0,0.1,12,173,0,0.55,0.0,383,1.0,1.5,466,0,False,120,,,0.3,1,0,Schlupp,0.2,1,6630,0.0,0,0,,195,,185,0,0.0,0.0,0.6,243
215,Joel Ward,44,DEF,Crystal Palace,0,477,157,0.0,0,453,,,0,596,0,0.0,0,468,0.00,153,241.0,110,0.0,510,0,0.0,0,169,0,0.00,0.0,0,169,0.0,,0.00,0,-1,400,1370,0.0,a,0.0,0,0.0,0.1,0,190,0,0.00,0.0,474,0.0,0.5,424,0,False,167,,,0.0,1,0,Ward,0.0,0,5305,0.0,0,0,,171,,171,0,0.0,0.0,0.0,460
216,Adam Wharton,49,MID,Crystal Palace,6,180,93,1.05,0,36,100.0,,0,2769,70,1.45,0,105,0.34,73,241.0,216,2.0,326,0,65.2,0,83,8,0.13,81.0,0,30,0.03,,0.47,0,-1,124,11328,0.12,a,2.0,0,0.0,0.4,343,2926,0,5.53,0.0,74,2.0,2.5,281,0,False,64,,2024-09-04T10:30:05.352593Z,17.8,1,4,Wharton,0.4,2,22340,0.09,0,0,100.0,47,4.0,38,0,32.0,1.57,1.6,145
445,Matt Turner,40,GKP,Crystal Palace,0,430,2,0.0,0,407,,,0,50227,0,0.0,0,421,0.00,17,229.0,56,0.0,610,0,0.0,0,43,0,0.00,0.0,0,22,0.0,,0.00,0,0,348,156281,0.0,a,0.0,0,0.0,15.9,0,10288,0,0.00,0.0,427,0.0,0.5,20,0,False,41,,,0.0,0,0,Turner,0.0,0,386594,0.0,0,0,,43,,43,0,0.0,0.0,0.0,411
585,Ismaïla Sarr,59,MID,Crystal Palace,1,216,126,0.0,0,89,,,0,1520,26,1.28,0,318,0.62,93,189.0,57,1.8,89,0,8.8,0,110,7,0.18,48.1,0,68,0.29,,0.80,0,-1,151,6026,1.3,a,2.0,0,0.0,0.2,55,1172,0,0.78,0.0,192,2.0,2.5,360,0,False,78,,,8.1,1,0,I.Sarr,0.3,4,20963,1.01,0,0,,101,,156,1,24.0,1.64,1.2,159
644,Franco Umeh-Chibueze,45,MID,Crystal Palace,0,580,252,0.0,0,573,,,0,274,0,0.0,0,573,0.00,235,104.0,294,0.0,495,0,0.0,0,258,0,0.00,0.0,0,258,0.0,,0.00,0,0,541,2648,0.0,a,0.0,0,0.0,0.0,0,615,0,0.00,0.0,578,0.0,0.5,580,0,False,252,,,0.0,0,0,Umeh-Chibueze,0.0,0,804,0.0,0,0,,257,,253,0,0.0,0.0,0.0,571
645,Justin Devenny,45,MID,Crystal Palace,0,545,280,0.0,0,538,,,0,74,0,0.0,0,537,0.00,203,242.0,253,0.0,445,0,0.0,0,228,0,0.00,0.0,0,228,0.0,,0.00,0,0,503,605,0.0,a,0.0,0,0.0,0.0,0,181,0,0.00,0.0,542,0.0,0.5,630,0,False,219,,,0.0,0,0,Devenny,0.0,0,175,0.0,0,0,,226,,222,0,0.0,0.0,0.0,533
646,Asher Agbinone,45,MID,Crystal Palace,0,584,239,0.0,0,577,,,0,308,0,0.0,0,577,0.00,237,241.0,296,0.0,500,0,0.0,0,260,0,0.00,0.0,0,260,0.0,,0.00,0,0,545,3130,0.0,a,0.0,0,0.0,0.0,0,863,0,0.00,0.0,582,0.0,0.5,564,0,False,254,,,0.0,0,0,Agbinone,0.0,0,714,0.0,0,0,,259,,255,0,0.0,0.0,0.0,575
647,Kaden Rodney,45,MID,Crystal Palace,0,565,259,0.0,0,558,,,0,186,0,0.0,0,558,0.00,223,241.0,280,0.0,476,0,0.0,0,246,0,0.00,0.0,0,246,0.0,,0.00,0,0,525,1696,0.0,a,0.0,0,0.0,0.0,0,421,0,0.00,0.0,563,0.0,0.5,589,0,False,240,,,0.0,0,0,Rodney,0.0,0,430,0.0,0,0,,245,,241,0,0.0,0.0,0.0,556
650,Maxence Lacroix,45,DEF,Crystal Palace,2,301,190,1.0,0,249,,,0,308,5,1.23,0,277,0.04,96,73.0,92,1.0,418,0,16.0,0,105,1,0.00,11.8,0,76,0.0,,0.04,0,0,285,2530,0.04,a,2.0,0,0.0,0.0,90,665,0,1.23,0.0,301,1.0,2.5,555,0,False,76,,,3.0,0,1,Lacroix,0.2,1,692,0.04,0,0,,99,,101,0,2.0,2.0,0.2,237
156,Armando Broja,55,FWD,Everton,0,645,63,0.0,0,644,0.0,,0,1531,0,0.0,0,643,0.00,65,2.0,34,0.0,120,0,0.0,0,66,0,0.00,0.0,0,65,0.0,Foot injury - Unknown return date,0.00,0,0,636,5984,0.0,i,0.0,0,0.0,0.1,0,80,0,0.00,0.0,645,0.0,0.0,470,0,False,66,,2024-09-08T23:00:06.640099Z,0.0,0,0,Broja,0.0,0,9213,0.0,0,0,0.0,65,,64,0,0.0,0.0,0.0,643
217,Abdoulaye Doucouré,53,MID,Everton,7,253,107,1.44,0,276,,,0,2995,9,3.12,0,347,0.02,110,132.0,107,1.3,172,0,5.2,0,131,4,0.21,6.5,0,157,0.15,,0.23,0,-2,185,5828,0.16,a,1.2,0,0.0,0.3,125,433,0,4.33,0.0,316,0.7,0.7,321,0,False,152,,,2.6,2,2,A.Doucoure,0.1,0,29031,0.01,0,0,,155,,175,0,14.0,5.04,0.8,298
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,4,342,39,0.0,0,365,,,0,7568,6,3.87,0,377,0.00,57,173.0,52,1.0,246,0,1.2,0,30,4,0.00,0.3,0,40,0.0,,0.00,0,0,607,67385,0.0,a,1.5,0,0.0,0.8,43,6438,0,1.85,0.0,388,1.0,1.0,215,0,False,24,,,0.2,0,0,Beto,0.2,1,45085,0.0,0,0,,38,,35,0,0.0,8.37,0.8,256
219,Jarrad Branthwaite,49,DEF,Everton,0,610,75,0.0,0,602,0.0,,0,8467,0,0.0,0,605,0.00,210,241.0,37,0.0,320,0,0.0,0,212,0,0.00,0.0,0,213,0.0,Lack of match fitness - Expected back 28 Sep,0.00,0,-1,579,1141,0.0,i,0.0,0,0.0,0.8,0,149,0,0.00,0.0,609,0.0,0.0,210,0,False,213,,2024-08-12T14:30:04.538597Z,0.0,1,0,Branthwaite,0.0,0,149339,0.0,0,0,0.0,213,,213,0,0.0,0.0,0.0,603
220,Dominic Calvert-Lewin,59,FWD,Everton,9,23,17,1.11,0,185,75.0,1.0,3,28404,67,1.86,0,55,0.41,12,241.0,24,5.5,87,0,85.8,0,6,22,1.12,19.1,0,18,0.31,Illness - 75% chance of playing,1.53,0,-1,24,269560,0.42,d,5.4,0,0.0,3.3,323,174619,1,6.66,0.0,55,6.7,6.7,101,0,False,2,,2024-09-18T19:30:06.748871Z,20.2,1,4,Calvert-Lewin,1.1,6,137484,0.11,0,2,,12,,9,1,97.0,2.51,3.7,11
221,Séamus Coleman,44,DEF,Everton,3,285,188,1.0,0,335,0.0,,0,383,-1,2.22,0,271,0.01,29,104.0,112,1.0,512,0,16.6,0,92,1,0.62,1.1,0,112,0.62,Calf injury - Unknown return date,0.63,0,-1,155,1345,0.63,i,0.0,0,0.0,0.0,90,32,0,2.22,0.0,288,0.3,0.1,548,0,False,108,,2024-09-11T12:30:06.934350Z,3.9,1,1,Coleman,0.1,0,3197,0.01,0,0,50.0,95,,99,0,21.0,3.0,0.2,327
222,Idrissa Gueye,49,MID,Everton,12,174,187,1.08,0,261,0.0,,0,787,34,2.02,0,196,0.08,89,189.0,177,2.0,273,0,39.8,0,78,8,0.20,10.3,0,153,0.05,Personal Reasons - Expected back 28 Sep,0.28,0,-1,143,3087,0.07,i,0.0,0,0.0,0.1,333,900,0,7.48,0.0,210,2.0,2.0,492,0,False,61,,2024-09-19T14:30:05.586621Z,7.6,1,4,Gana,0.4,2,4287,0.02,0,0,,107,,76,0,26.0,3.24,1.6,142
223,James Garner,50,MID,Everton,3,184,263,0.0,0,221,75.0,,0,117,13,2.46,0,263,0.05,268,241.0,147,2.0,228,0,18.8,0,86,2,0.00,15.4,0,136,0.0,Illness - 75% chance of playing,0.05,0,0,597,320,0.07,d,0.9,0,0.0,0.0,64,92,0,1.75,0.0,295,0.7,0.7,596,0,False,150,2.0,2024-09-18T19:30:06.780548Z,3.4,0,0,Garner,0.1,2,1353,0.07,0,0,100.0,145,3.0,121,0,0.0,4.22,0.4,295
224,Jack Harrison,54,MID,Everton,9,212,143,1.23,0,40,75.0,,0,1199,45,2.04,0,184,0.47,34,241.0,92,1.8,152,0,41.4,0,107,7,0.79,78.2,0,33,0.24,Illness - 75% chance of playing,1.26,0,-1,58,3684,0.38,d,1.7,0,0.0,0.1,293,430,0,6.64,0.0,76,1.7,1.7,410,0,False,90,,2024-09-19T14:30:05.601507Z,17.7,1,4,Harrison,0.3,2,9438,0.14,0,0,,48,,68,0,60.0,2.76,1.3,178
225,Mason Holgate,40,DEF,Everton,1,276,103,0.0,0,395,0.0,,0,3815,-1,1.26,0,410,0.00,110,,170,1.0,596,0,0.0,0,83,1,0.00,0.0,0,132,0.0,Loaned to West Bromwich Albion,0.00,0,0,336,11786,0.0,u,0.0,0,0.0,0.4,5,0,0,0.07,0.0,416,0.0,0.0,286,0,False,129,,2024-08-31T08:24:25.909228Z,0.0,0,0,Holgate,0.0,0,29732,0.0,0,0,0.0,134,,134,0,0.0,18.0,0.2,401
226,Tim Iroegbunam,45,MID,Everton,13,231,56,1.03,0,160,,,0,8470,24,2.03,0,199,0.08,84,241.0,254,1.5,446,0,39.4,2,116,6,0.21,26.6,0,109,0.05,,0.29,0,0,137,167455,0.07,a,1.8,0,0.0,1.4,350,14500,0,7.89,0.0,174,1.3,1.3,173,0,False,97,,,9.5,0,4,Iroegbunam,0.3,1,58475,0.02,0,0,,94,,79,0,29.0,3.34,1.3,200
227,João Neves Virgínia,40,GKP,Everton,0,429,35,0.0,0,406,,,0,1679,0,0.0,0,420,0.00,16,173.0,55,0.0,609,0,0.0,0,42,0,0.00,0.0,0,21,0.0,,0.00,0,0,347,5652,0.0,a,0.5,0,0.0,0.5,0,577,0,0.00,0.0,426,0.0,0.0,243,0,False,40,,,0.0,0,0,J.Virginia,0.0,0,15738,0.0,0,0,,42,,42,0,0.0,0.0,0.0,410
228,Michael Keane,40,DEF,Everton,13,163,27,1.0,0,253,75.0,,0,24409,8,2.05,0,42,0.02,12,241.0,161,2.0,582,0,95.2,1,50,8,0.26,11.5,0,77,0.06,Thigh injury - 75% chance of playing,0.28,0,0,92,458934,0.06,d,2.1,0,0.0,5.6,360,42318,0,8.20,0.0,87,2.3,2.3,74,0,False,38,,2024-09-19T14:30:05.611115Z,14.9,0,4,Keane,0.6,1,130994,0.0,0,1,,15,,11,0,42.0,3.25,2.0,121
229,Neal Maupay,49,FWD,Everton,0,596,42,0.0,0,588,0.0,,0,12149,0,0.0,0,590,0.00,49,,59,0.0,281,0,0.0,0,53,0,0.00,0.0,0,51,0.0,Transferred to Marseille,0.00,0,-1,563,20402,0.0,u,0.0,0,0.0,0.7,0,0,0,0.00,0.0,594,0.0,0.0,227,0,False,50,,2024-08-31T06:13:30.372925Z,0.0,1,0,Maupay,0.0,0,124079,0.0,0,0,0.0,50,,49,0,0.0,0.0,0.0,588
230,Dwight McNeil,54,MID,Everton,13,21,47,1.0,0,1,,,3,11938,113,2.05,0,15,2.42,75,241.0,95,5.5,156,0,126.0,0,10,22,0.11,264.0,0,1,0.03,,2.52,0,-1,127,144208,0.63,a,7.2,0,0.0,1.9,360,130345,1,8.20,0.0,5,6.7,6.7,144,0,False,7,,,42.3,1,4,McNeil,1.2,12,48881,0.6,0,1,,4,1.0,6,2,32.0,3.25,4.1,10
231,Vitalii Mykolenko,44,DEF,Everton,10,382,31,1.22,0,193,75.0,,0,49714,-1,1.97,0,166,0.06,84,225.0,138,0.8,542,0,44.4,0,119,3,0.00,17.8,0,49,0.0,Illness - 75% chance of playing,0.06,0,-1,265,51830,0.02,d,0.9,0,0.0,4.9,295,3067,0,6.45,0.0,235,0.7,0.7,80,0,False,90,,2024-09-18T19:30:06.797268Z,6.6,1,4,Mykolenko,0.2,1,429326,0.02,0,0,,77,,67,0,4.0,3.05,0.7,278
232,Iliman Ndiaye,54,FWD,Everton,6,270,51,0.81,0,281,,,0,2676,17,1.44,0,202,0.07,22,189.0,43,1.2,158,1,38.6,1,27,5,0.30,5.9,0,31,0.12,,0.37,0,-1,60,22487,0.15,a,1.8,0,0.0,0.3,222,3212,0,3.56,0.41,162,1.3,1.3,327,0,False,21,,,10.3,1,2,Ndiaye,0.2,1,14553,0.03,0,0,,22,,19,0,59.0,2.43,0.9,215
234,Nathan Patterson,44,DEF,Everton,0,499,202,0.0,0,479,0.0,,0,120,0,0.0,0,490,0.00,176,243.0,143,0.0,550,0,0.0,0,189,0,0.00,0.0,0,189,0.0,Lack of match fitness - Expected back 28 Sep,0.00,0,-1,430,236,0.0,i,0.0,0,0.0,0.0,0,44,0,0.00,0.0,496,0.0,0.0,605,0,False,189,,2024-08-12T14:30:04.567805Z,0.0,1,0,Patterson,0.0,0,1470,0.0,0,0,0.0,191,,191,0,0.0,0.0,0.0,484
235,Jordan Pickford,49,GKP,Everton,13,235,8,1.0,0,373,,,0,62822,9,2.05,0,26,0.03,60,241.0,10,1.5,279,0,106.4,0,24,6,0.00,0.1,0,5,0.0,,0.03,0,-1,561,54481,0.01,a,2.2,0,3.25,9.3,360,8481,0,8.20,0.0,152,1.7,1.7,47,13,False,18,,,10.6,1,4,Pickford,0.3,2,656502,0.01,0,0,,7,,6,0,0.0,3.25,1.2,169
236,James Tarkowski,49,DEF,Everton,13,395,69,1.0,0,144,75.0,,0,10099,-14,2.05,0,91,0.23,19,241.0,29,0.5,269,0,70.6,1,126,2,0.37,32.5,0,33,0.09,Back injury - 75% chance of playing,0.60,0,-1,104,11390,0.15,d,0.9,0,0.0,1.2,360,1500,0,8.20,0.0,100,0.7,0.7,186,0,False,94,,2024-09-18T22:30:07.010253Z,14.2,1,4,Tarkowski,0.1,1,108536,0.06,0,0,100.0,22,,30,0,38.0,3.25,0.4,287
237,Youssef Ramalho Chermiti,50,FWD,Everton,0,628,71,0.0,0,625,0.0,,0,159,0,0.0,0,623,0.00,59,173.0,54,0.0,250,0,0.0,0,61,0,0.00,0.0,0,60,0.0,Foot injury - Unknown return date,0.00,0,0,610,595,0.0,i,0.0,0,0.0,0.0,0,50,0,0.00,0.0,627,0.0,0.0,614,0,False,60,,2024-08-05T15:00:04.380259Z,0.0,0,0,Y. Chermiti,0.0,0,1216,0.0,0,0,0.0,59,,58,0,0.0,0.0,0.0,625
238,Ashley Young,45,DEF,Everton,6,659,149,1.16,0,210,100.0,,0,773,-14,1.95,1,240,0.18,183,241.0,48,-1.0,346,0,24.4,1,215,-2,0.00,15.8,0,58,0.0,,0.18,0,0,442,2473,0.1,a,0.5,0,0.0,0.1,155,757,0,3.35,0.0,285,0.0,0.0,403,0,False,194,1.0,2024-08-17T20:00:05.873666Z,4.0,0,2,Young,0.0,0,10972,0.1,0,0,100.0,93,,90,0,0.0,3.48,-0.4,494
577,Jesper Lindstrøm,53,MID,Everton,2,351,175,0.0,0,284,,,0,688,5,2.31,0,313,0.01,104,58.0,113,1.0,179,0,9.6,0,178,2,0.04,5.3,0,163,0.09,,0.05,0,-2,174,899,0.11,a,1.2,0,0.0,0.1,42,77,0,1.08,0.0,298,0.7,0.7,469,0,False,153,,,3.2,2,0,Lindstrøm,0.1,1,7875,0.02,0,0,,147,,153,0,17.0,4.29,0.4,299
582,Jake O'Brien,48,DEF,Everton,1,593,129,0.0,0,355,,,0,1540,-2,2.49,0,352,0.00,206,104.0,42,0.0,339,0,4.0,1,208,0,0.00,0.4,0,119,0.0,,0.00,-1,-2,555,2387,0.0,a,0.5,0,0.0,0.2,26,389,0,0.72,0.0,374,0.0,0.0,364,0,False,209,,,0.4,2,0,O'Brien,0.0,0,16326,0.0,1,0,,122,,119,0,0.0,3.46,0.0,584
